,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
1601,"In 1998  Geg ct reversed ll  Johns's seven pr cvcts One  tse hd en t bss  t enhnced federl sentence Johns hd receved n 1994 In lght  t reversls Johns fled  mot  vcte  enhnced federl sentence Federl lw ever set   e-yer sttute  lmtts  mots  prsers seekng  modfy tr sentences Tht e-yer perod rn  t ltest  f dtes t lst  whch ws ""t dte  whch t fcts sptng t clm hve en dsced  t exercse  due dlgence"" Johns rgued  mot ws tly cuse t reversls csttuted prevously undscble ""fcts sptng t clm"" nd thus trggered  rened lmtt perod T dstrct ct nd t 11th Crcut dened Johns's mot s untly",840,55206,Johnson v. United States,"Robert Johnson, Jr.",United States,0,2004,majority opinion
1602,Texs prodded Avll Servces  clen  ctmnted property b  Cooper Industres Avll sued n federl dstrct ct  ce Cooper  py   t clen  costs Avll cld t  sue Cooper  t federl Comprensve Envrntl Respse Compenst nd Lblty Act (CERCLA) Cooper dmtted  ng  potentlly respsble prty (PRP)  cld t ws not lble cuse Avll ws never sued  clen  t lnd nd hd no federl requrent    T dstrct ct nd  pnel  t Ffth Crcut Ct  Appels ruled gnst Avll T entre ppellte ct reversed nd ruled CERCLA es not requre  PRP  frst  sued e seekng clen  funds  otr PRPs,741,55208,"Cooper Industries, Inc. v. Aviall Services, Inc.","Cooper Industries, Inc.","Aviall Services, Inc.",1,2004,majority opinion
1603,"In 1986 John Pce ws cvcted  murder n  Pennsylvn ct Hs post-cvct ppel ws rejected  t stte cts s untly In 1999  fled  federl hs cpus pett Whle federl lw provdes  e-yer sttute  lmtts  flng hs petts tht perod s lled whle "" properly fled"" stte ppel s pendng T dstrct ct found Pce enttled   sttuty nd equtble llng effectvely dscountng t perod  t wn Pce pursued ppels n stte cts Pennsylvn ppeled nd rgued t ct hd no bss  t extens T Thrd Crcut Ct  Appels greed nd ruled Pce  not fle  federl hs pett",700,55210,Pace v. DiGuglielmo,John A. Pace,"David DiGuglielmo, Superintendent, State Correctional Institution at Graterford, et al.",0,2004,majority opinion
1604,"Melvn T Smth ws tred n  llegl possess   frerm mg otr fenses Durng t trl t judge ruled Smth ws not gulty cuse t stte fled  ntroduce drect evdence  t gun's length - tree not provng t gun Smth possessed t t sttuty defnt   frerm T stte lter pted  t stte sre ct's rulng tht testmy tht  gun ws  psl  revolver ws suffcent evdence  llow  frerm chrge  go  t jury Becuse  wtness hd testfed tht Smth's gun ws  psl t judge reversed nd sent t possess chrge  t jury
Smth ppeled nd rgued t judge's reversl  t not gulty rulng  t possess chrge volted t Ffth Andnt's ubly jeoprdy cluse whch prohbted successve prosecuts T stte ct  ppels rejected Smth's rgunt nd ruled no Ffth Andnt volt occurred cuse t judge's reversl  not requre  secd proceedng",988,55211,Smith v. Massachusetts,Melvin T. Smith,Massachusetts,1,2004,majority opinion
1605,"Wllrd Stewrt ws njured whle wkng   dredge ( mchne  wter dggng)  Dutr  dredgng compny Stewrt lleged Dutr ws neglgent nd sued t compny n federl dstrct ct  t Jes Act T dstrct ct ruled  dredge s not  ""vessel n nvgt"" s defned  t Jes Act nd tree Stewrt  not sue  t ct T Frst Crcut Ct  Appels ffrd",421,55209,Stewart v. Dutra Construction Company,Willard Stewart,Dutra Construction Company,1,2004,majority opinion
1606,"A Cln stte ct sentenced Felx  lfe n prs  murder Felx's cvct c fnl  August 12 1997 Federl hs lw gve Felx e yer  fle  hs pett n federl ct On My 8 1998 Felx fled  hs pett nd sserted  Sxth Andnt chllenge  t dmss n  trl  vdeotped prosecut wtness testmy On Jnury 28 1999  thn fve mths fter t e-yer hs t lmt Felx fled n nded pett rgung tht t dmss n  trl  pretrl sttents hd volted t Ffth Andnt Felx rgued tht t e-yer lmt  not br t nded pett ctng t rule  federl hs lw tht nded petts relte bck  t flng dte  t gnl pett f  rse   t gnl's ""cduct trnsct  occurrence"" Becuse  Ffth nd Sxth Andnt clms chllenged t s crmnl cvct Felx rgued ty rose   t s ""cduct trnsct  occurrence"" T dstrct ct dsgreed nd ruled t nded pett t brred; t ct rejected t Sxth Andnt clm  ts rts T Nnth Crcut ffrd t Sxth Andnt rulng  greed wth Felx tht  nded pett ws not t brred cuse ty  rose   t s trl nd cvct",1339,55213,Mayle v. Felix,"Deneice A. Mayle, Warden",Jacoby Lee Felix,1,2004,majority opinion
1607,"Azel Smth nd gro  otr polce deprtnt employees  t ge  40 sued Jcks Msssspp nd t cty polce deprtnt n federl dstrct ct T gro lleged t deprtnt slry pln volted t Age Dscrmnt n Employnt Act (ADEA) whch bnned employers  enggng n ge dscrmnt T deprtnt pln gve fcers wth fve  er yers  tenure wth t deprtnt lrger rses thn  wth  thn fve yers  tenure T gro mde  ""dsprte mpct"" clm  t ADEA rgung t deprtnt nd cty unntentlly engged n ge dscrmnt T federl dstrct ct nd t Ffth Crcut Ct  Appels ruled dsprte mpct clms  not  mde  t ADEA Otr federl ppels cts ruled  t ctrry",802,55212,"Smith v. City of Jackson, Mississippi","Azel P. Smith, et al.","City of Jackson, Mississippi, et al.",0,2004,majority opinion
1608,A Texs trl ct sentenced Medelln  Mexcn ctzen  deth  prtcptng n t gng rpe nd murder  two grls n 1993 A stte ppels ct ffrd t cvct Medelln tn fled  stte hs cpus ct clmng tht Texs fled  notfy    rght  counsel  t Venn Cvent T stte trl ct nd t ppellte ct rejected t clm Medelln tn fled  federl hs pett rsng t Venn Cvent clm T dstrct ct dened t pett Medelln next ppeled  t Ffth Crcut Bee t Ffth Crcut  rule t Interntl Ct  Justce ssued ts decs n  cse wre Mexco hd lleged t Unted Sttes volted t Venn Cvent wth respect  Medelln nd otr Mexcn ctzens fcng t deth penlty n t Unted Sttes T ICJ ld tht t Unted Sttes hd volted t ndvdully enceble rghts gurnteed  Venn nd must recsder t cvcts T Ffth Crcut rejected Medelln's ppel ctng ts prevous holdngs tht t Venn Cvent  not crete n ndvdully enceble rght Me thn two mths fter t US Sre Ct greed  r t cse Presdent Gege W Bush ssued  mo requrng t Unted Sttes  follow t ICJ's rulng  hvng stte cts revew t Mexcns' cses Ctng t mo nd t ICJ rulng Medelln fled  new ppel n  Texs stte ct,1448,55214,Medellín v. Dretke,Jose Ernesto Medellin,"Doug Dretke, Director, Texas Department of Criminal Justice, Correctional Institutions Division",0,2004,per curiam
1609,Hlrt pleded no ctest n  Mchgn ct  two counts  crmnl sexul cduct T dy fter Hlrt's sentence ws mposed Hlrt moved  wthdrw  ple T trl ct dened t mot nd ld Hlrt t property redy   complnt ws t stte ppellte ct Mchgn requred  defendnt cvcted   gulty  no ctest ple  pply  leve  ppel  t stte ppellte ct Hlrt sked t trl ct twce  ppt counsel  lp  wth  pplct T trl ct refused Wth counsel Hlrt stll ppled  leve  ppel whch t ct  ppels dened T stte sre ct l dened Hlrt's pplct  leve  ppel  tht ct,730,55215,Halbert v. Michigan,Antonio Dwayne Halbert,Michigan,1,2004,majority opinion
1610,"Crl J Psquntno Dvd B Psquntno nd Arthur Hlts smuggled lrge qunttes  lqu  t Unted Sttes n Cnd  evde tht country's vy lcohol mpt txes A federl dstrct ct cvcted tm  voltng t federl wre frud sttute whch prohbted t use  nterstte wres  ""ny sc  rtfce  defrud   obtnng mey  property  ns  flse  frudulent pretenses"" T Fth Crcut ffrd tr cvcts rejectng t petters' rgunt tht ty  not  prosecuted cuse  t comm-lw revenue whch rule brred cts  encng egn tx lws",649,55220,Pasquantino v. United States,"David B. Pasquantino, Carl J. Pasquantino, and Arthur Hilts",United States,0,2004,majority opinion
1611,Two subsdres  ExxMobl d jt ventures wth Sud Bsc Industres Cp (SABIC)  produce polyethylene n Sud Arb Wn  dspute rose  t royltes SABIC hd chrged SABIC sued t two subsdres n  Delwre stte ct seekng  rulng tht t royltes re proper ExxMobl countersued n federl dstrct ct llegng SABIC hd chrged Bee t stte-ct trl t dstrct ct dened SABIC's mot  dsmss t federl sut As SABIC ppeled t Delwre ct ruled  ExxMobl T Thrd Crcut ld tht s  result   t stte ct judgnt t Rooker-Feldmn ctrne brred t sut Tht ctrne ws n fshoot  t federl lw gvng t US Sre Ct le uthty  modfy nd prohbtng  federl dstrct ct  exercsng ppellte jursdct,854,55216,Exxon Mobil Corporation v. Saudi Basic Industries Corporation,"Exxon Mobil Corporation, Exxon Chemical Arabia, Inc., and Mobil Yanbu Petrochemical Company, Inc.",Saudi Basic Industries Corporation,1,2004,majority opinion
1612,"Cln prser Grrs Johns lleged n federl dstrct ct tht t Cln Deprtnt  Crects used rce  ssgn tempry cell mtes  new prsers Johns lleged t volted t US Csttut's equl protect cluse T dstrct ct nd  federl ppellte ct ruled gnst Johns T ppellte ct pted  t US Sre Ct's 1987 decs n Turner v Sfley whch sd  relxed stndrd - s opposed   ""strct scrutny"" stndrd -   used  determne wtr prs regults re csttutl T prs's polces re ""resbly relted  t dmnstrts' ccern  rcl volence nd thus must  ld"" t ppellte ct wrote",729,55218,Johnson v. California,Garrison S. Johnson,"California, et al.",1,2004,majority opinion
1613,"Durng  rne trffc sp  drug-detect g lerted polce  mrjun n Roy Cblles' cr trunk An Illnos ct cvcted Cblles  cnnbs trffckng Cblles ppeled nd rgued t serch volted  Fth Andnt rght   free  unresble sercs nd sezures T stte ppellte ct ffrd t cvct T Illnos Sre Ct reversed nd ruled polce perd t cnne snff wth specfc nd rtculble fcts  spt ts use ""unjustfbly enlrgng t scope   rne trffc sp n  drug nvestgt""",584,55219,Illinois v. Caballes,Illinois,Roy I. Caballes,1,2004,majority opinion
1614,"In 1984  Tennessee ct sentenced Ce  deth  murder T jury hd found f ggrvtng crcumstnces e  whch ws tht t murder ws ""especlly nous trocous  cruel"" Ce's stte ppels re unsuccessful A federl dstrct ct tn rejected Ce's hs pett T Sxth Crcut reversed T US Sre Ct reversed t Sxth Crcut's rulng n Bell v Ce (2002) On remnd t Sxth Crcut gn reversed Ce's sentence  t ground tht t ""especlly nous trocous  cruel"" ggrvt ws uncsttutlly vgue  t Eghth Andnt",607,55221,Bell v. Cone,Bell,Cone,1,2004,per curiam
1615,Brosseu  polce fcer n Wshngt stte shot Hugen n t bck s  tred  flee n  vehcle  t polce Hugen sued Brosseu n federl dstrct ct llegng Brosseu used excessve ce n shootng  nd volted  csttutl rghts T dstrct ct ruled  Brosseu fndng s ws enttled  qulfed mmunty T Nnth Crcut reversed,389,55224,Brosseau v. Haugen,Brosseau,Haugen,1,2004,per curiam
1616,"T ers nd operts   hotel n Sn Frncsco sued t cty n stte ct rgung  $567000 cvers fee ty hd  py n 1996 ws n uncsttutl tkng  prvte property After Cln cts rejected t rgunt t hotelers rgued n federl dstrct ct tht t fee volted t Ffth Andnt's tkngs cluse T clm depended  ssues dentcl   tht hd en relved n tr stte-ct sut T federl full fth nd credt sttute ever brred ltgnts  sung n federl ct wn tht sut ws bsed  ssues tht hd en relved n stte ct (t rule  ""ssue preclus"") T hotelers sked t dstrct ct  exempt  t sttute clms br  t tkngs cluse",765,55223,"San Remo Hotel, L.P. v. City and County of San Francisco, California","San Remo Hotel, L.P., et al.","City and County of San Francisco, California, et al.",0,2004,majority opinion
1617,"Costcs compny Lstng Impress trdemrked t term ""mcro cols"" Lstng Impress sued KP Permnent Mke-Up n federl dstrct ct  usng t term KP used t ""clssc fr use defense"" nd rgued t used t term ly  descr KP products T dstrct ct sded wth KP Lstng ppeled  t Nnth Crcut Ct  Appels Unlke otr federl ppellte cts t Nnth Crcut requred compnes tht used t fr use defense  prove tre ws no lkelhood  cfus n use  t term T Nnth Crcut ruled tre ws lkelhood  cfus nd reversed t dstrct ct's rulng",639,55225,"KP Permanent Make-Up, Inc. v. Lasting Impression I, Inc.","KP Permanent Make-Up, Inc.","Lasting Impression I, Inc., et al.",1,2004,majority opinion
1618,"In Blkely v Wshngt (2004) t US Sre Ct ruled t Sxth Andnt rght  trl  jury requred judges  use ly fcts proved   jury  ncrese  sentence yd t stndrd rnge
Follg US Sentencng Gudelnes  federl dstrct ct judge enhnced Fredde Booker's sentence bsed  fcts t judge determned Booker ppeled nd t Seventh Crcut Ct  Appels ruled t gudelnes volted t Sxth Andnt wre ty requred sentences   bsed  fcts found   judge
In notr cse US Sentencng Gudelnes llod  judge  sentence Ducn Fnfn  188-235 mths n prs bsed  fcts t judge determned T judge decded Blkely v Wshngt prevented   enhncng t sentence nd sentenced Fnfn  78 mths T federl gnnt ppeled drectly  t US Sre Ct T Ct cldted t Booker nd Fnfn cses",939,55229,United States v. Booker,United States,Freddie J. Booker,0,2004,majority opinion
1619,T IRS sezed property ed  Grble nd gve Grble notce  certfed ml e sellng t property  Drue Grble sued n stte ct clmng Drue's ttle ws nvld cuse federl lw requred t IRS  gve Grble notce  t sle  persl servce not certfed ml Drue removed t cse  federl dsctrct ct rgung tht t cse presented  federl quest cuse Grble's clm depended  n nterprett  federl tx lw T dstrct ct greed nd ruled  Drue T Sxth Crcut ffrd t decs,564,55227,Grable & Sons Metal Products v. Darue Engineering & Manufacturing,"Grable & Sons Metal Products, Inc.",Darue Engineering & Manufacturing,0,2004,majority opinion
1620,Brdley Ngh b  cr  Kos Buck Ptc GMC Ngh lter sued t delershp  ntentlly chrgng    cr feture  whch   not gree  py Ngh sued  t federl Truth n Lendng Act (TILA) A federl dstrct ct wrded Ngh b $24000 Kos Buck ppeled nd rgued t dstrct ct ged TILA's cp  dmges  $1000 A Fth Crcut ld tht  1995 ndnt  t ct removed t $1000 cp  reces nvolvng ls secured  persl property,518,55228,"Koons Buick Pontiac GMC, Inc. v. Nigh","Koons Buick Pontiac GMC, Inc.",Nigh,1,2004,majority opinion
1621,"T Westlnds Wter Dstrct receved wter  t US Bureu  Reclmt   1963 ctrct In 1993 Westlnds sued t dstrct  reducng tr wter sply Cln frrs  hd b wter  Westlnds l sued t bureu ntervenng s plntffs After negotts Westlnds greed  dsmss tr sut But t frrs refused  drop trs ccusng t bureu  brech  ctrct T frrs cld tht s thrd-prty nefcres ty  ence t ctrct nd tht t Unted Sttes hd wved ts seng mmunty   suts n t Reclmt Rem Act  1982 Tht ct llod prtes "" j t Unted Sttes s  necessry prty defendnt n ny sut""  rghts   federl reclmt ctrct T dstrct ct ld tht t frrs re not ctrctng prtes  thrd-prty nefcres nd thus  not nvoke t wver T Nnth Crcut ffrd tht decs",952,55230,Orff v. United States,"Francis A. Orff, et al.","United States, et al.",0,2004,majority opinion
1622,"Wn Oho's hgst securty prs frst opened no fcl polcy gned plcent tre resultng n hphzrd nd erreous plcents Oho ultmtely ssued t ""New Polcy"" whch requred ml procedures  evlutng wtr prsers clssfed  plcent n t fclty T New Polcy l requred  three-ter revew process fter  recomndt  Sermx plcent ws mde F nstnce t stte hd  expln  plcent recomndt  n nmte nd tht nmte hd  hve n opptunty  retl t  rng Prsers n t fclty sued n federl dstrct ct llegng t prs plcent polcy volted t 14th Andnt's due process cluse T ct greed tht t New Polcy volted due process nd dered elbte nd fr-rechng modfcts  t polcy T Sxth Crcut ffrd  set sde t substntve modfcts  t ground ty exceeded t ct's uthty",957,55233,Wilkinson v. Austin,"Reginald A. Wilkinson, Director, Ohio Department of Rehabilitation and Correction, et al.","Charles E. Austin, et al.",1,2004,majority opinion
1623,Jne nd John Doe sd ty perd espge ctvtes brod  t Unted Sttes T Does sued t CIA n federl dstrct ct  not pyng fnncl spt llegedly promsed  t Does nd  llegedly voltng t Does' due process rghts T CIA rgued t US Sre Ct's decs n Totten v US (1875) prohbted t dstrct ct  rng t cse In Totten t Ct dsmssed  spy's clm gnst t gnnt  dmges  brech  ctrct Both t dstrct ct nd t Nnth Crcut Ct  Appels ruled Totten  not prevent t dstrct ct  rng t Does' cse T cts resed tht t Does' cse unlke Totten's ws mnly b t denl  due process rghts T Nnth Crcut sd t CIA  prohbt t dstrct ct  rng t Does' cse ly f t CIA  s tht stte secrets   n jeoprdy re t cse  proceed T Nnth Crcut sent t cse bck  t dstrct ct  tht ct  determne t CIA's potentl stte secrets clm,1068,55231,Tenet v. Doe,"George J. Tenet, Individually, Porter J. Goss, Director of Central Intelligence and Director of the Central Intelligence Agency, and United States","John Doe, et ux.",1,2004,majority opinion
1624,A Tennessee trl ct sentenced Thomps  deth  murder Thomps mde unsuccesful ppels n stte ct bsed  t clm tht  counsel hd fled  dequtely nvestgte  ntl lth A federl dstrct ct l rejected Thomps's pett bsed  tht clm Hover Thomps's hs counsel hd fled  nclude n t recd t depost nd rept   psychologst  rgued Thomps hd suffered  serous ntl llness T counsel ncluded t cunts wn Thomps ppeled  t Sxth Crcut whch nevertless dsmssed Thomps's clm Thomps tn petted t US Sre Ct nd t Sxth Crcut styed ts mndte untl t Ct decded wtr  r t cse T Ct dened t pett  t Sxth Crcut styed ts mndte gn pendng t Sre Ct's decs  Thomps's pett  rerng whch t Ct dened T Sxth Crcut stll  not ssue ts mndte Fve mths lter Tennessee hd set Thomps's execut dte T Sxth Crcut suddenly ssued n nded opn  Thomps's hs pett turnng t dstrct ct's dsmssl   neffectve counsel clm nd derng rngs bsed  tht clm T Sxth Crcut ncluded n t ppel recd t ntlly ommtted psychologst depost T crcut ct rgued ts uthty  ssue n nded opn fve mths fter t Sre Ct dened Thomps's pett ws bsed  ts nrent por  recsder n opn e ssunce  t t mndte,1551,55234,Bell v. Thompson,"Ricky Bell, Warden",Gregory Thompson,1,2004,majority opinion
1625,"In 1996 Cln voters pssed t Compsste Use Act leglzng mrjun  dcl use Cln's lw cflcted wth t federl Ctrolled Substnces Act (CSA) whch bnned possess  mrjun After t Drug Encent Admnstrt (DEA) sezed ct-prescrd mrjun   ptent's ho  gro  dcl mrjun users sued t DEA nd US Attney Generl John Ashcrt n federl dstrct ct
T dcl mrjun users rgued t Ctrolled Substnces Act - whch Cgress pssed usng ts csttutl por  regulte nterstte comrce - exceeded Cgress' comrce cluse por T dstrct ct ruled gnst t gro T Nnth Crcut Ct  Appels reversed nd ruled t CSA uncsttutl s t ppled  ntrstte (wthn  stte) dcl mrjun use Relyng  two US Sre Ct decss tht nrrod Cgress' comrce cluse por - US v Lopez (1995) nd US v Mrs (2000) - t Nnth Crcut ruled usng dcl mrjun  not ""substntlly ffect"" nterstte comrce nd tree  not  regulted  Cgress",1128,55232,Gonzales v. Raich,"Alberto R. Gonzales, Attorney General, et al.","Angel McClary Raich, et al.",1,2004,majority opinion
1626,"Rncho Plos Verdes  cty n Cln gve Mrk Abrms  permt  cstruct n ntenn   property  mteur use But wn t cty lerned Abrms used t ntenn  comrcl purposes t cty ced Abrms  sp untl  got  comrcl use permt Abrms ppled nd t cty refused  gve  t permt Abrms tn sued n federl dstrct ct llegng t cty volted  rghts  t Telecommuncts Act  1996 Abrms s dmges   federl lblty lw tht llod people  sue  dmges  federl rghts volts
T dstrct ct greed wth Abrms nd dered t cty  gve Abrms t permt But t ct refused Abrms' request  dmges  t seprte federl lblty lw T ct sd Cgress ntended  volts  rghts  t Telecommuncts Act  nclude ly redes specfclly found n tht ct T Nnth Crcut Ct  Appels reversed nd ruled tht cuse t ct  not ctn  ""comprensve redl sc"" Abrms  seek dmges  otr federl lws",1094,55235,City of Rancho Palos Verdes v. Abrams,"City of Rancho Palos Verdes, California, et al.",Mark J. Abrams,1,2004,majority opinion
